   ,SUBURB           ,ADDRESS                                                           ,bedroom_count,Type          ,dwelling_type          ,sold_price,Method        ,agency_name                                                  ,Date Sold ,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude           ,longitude
638,BONDI BEACH      ,"42/1 Beach Road, Bondi Beach"                                    ,1            ,u             ,Apartment / Unit / Flat,955000.0  ,Auction       ,Raine & Horne Double Bay                                     ,21/05/2018,2026    ,11653     ,6.8              ,0       ,3     ,0           ,-33.88878629999999 ,151.2764
639,BONDI JUNCTION   ,"21 Paul Street, Bondi Junction"                                  ,2            ,h             ,House                  ,1400000.0 ,Private Treaty,Ray White Woollahra                                          ,21/05/2018,2022    ,9440      ,4.7              ,0       ,2     ,0           ,-33.8922768        ,151.2563
640,BOTANY           ,"8/8 Fabry Street, Botany"                                        ,3            ,t             ,Townhouse              ,1160000.0 ,others        ,Coastline Agency                                             ,21/05/2018,2019    ,10822     ,8.7              ,0       ,4     ,0           ,-33.94908          ,151.199768
641,BREAKFAST POINT  ,"208/58 Peninsula Drive, Breakfast Point"                         ,1            ,u             ,Apartment / Unit / Flat,720000.0  ,Private Treaty,Strathfield Partners                                         ,21/05/2018,2137    ,4190      ,9.6              ,0       ,0     ,0           ,-33.8399           ,151.10913100000002
642,CAMPERDOWN       ,"5/156-158 Parramatta Road (enter via Mallett Street), Camperdown",1            ,u             ,Apartment / Unit / Flat,785000.0  ,Private Treaty,BresicWhitney Darlinghurst                                   ,21/05/2018,2050    ,10342     ,3.6              ,1       ,2     ,0           ,-33.888332399999996,151.1772
643,CAMPERDOWN       ,"5/156-158 Parramatta Road (enter via Mallett Street), Camperdown",1            ,u             ,Apartment / Unit / Flat,785000.0  ,Private Treaty,BresicWhitney Darlinghurst                                   ,21/05/2018,2050    ,10342     ,3.6              ,1       ,2     ,0           ,-33.888332399999996,151.1772
644,CARLINGFORD      ,"6 Campton Court, Carlingford"                                    ,3            ,h             ,House                  ,1377000.0 ,Auction       ,Taylor Real Estate                                           ,21/05/2018,2118    ,24394     ,17.4             ,0       ,7     ,0           ,-33.7658844        ,151.0588
645,CARLINGFORD      ,"6 Campton Court, Carlingford"                                    ,3            ,h             ,House                  ,1377000.0 ,Auction       ,Taylor Real Estate                                           ,21/05/2018,2118    ,24394     ,17.4             ,0       ,7     ,0           ,-33.7658844        ,151.0588
646,CENTENNIAL PARK  ,"7 Furber Road, Centennial Park"                                  ,2            ,h             ,House                  ,2160000.0 ,Auction       ,BresicWhitney Darlinghurst                                   ,21/05/2018,2021    ,2373      ,3.8              ,0       ,0     ,0           ,-33.891326899999996,151.23
647,COLLAROY         ,"6/19 Ramsay Street, Collaroy"                                    ,2            ,u             ,Apartment / Unit / Flat,950000.0  ,Private Treaty,Doyle Spillane                                               ,21/05/2018,2097    ,7867      ,16.6             ,0       ,1     ,0           ,-33.7274437        ,151.298325
648,CONCORD          ,"98 Davidson Avenue, Concord"                                     ,4            ,h             ,House                  ,1800000.0 ,Auction       ,Ray White Concord                                            ,21/05/2018,2137    ,14534     ,9.6              ,1       ,4     ,0           ,-33.856067700000004,151.0951
649,CREMORNE         ,"80 Young Street, Cremorne"                                       ,2            ,h             ,House                  ,1700000.0 ,Auction       ,BradfieldCleary                                              ,21/05/2018,2090    ,11221     ,4.8              ,0       ,1     ,0           ,-33.8264923        ,151.222534
650,DEE WHY          ,"1/13-15 Francis Street, Dee Why"                                 ,2            ,u             ,Apartment / Unit / Flat,825000.0  ,Private Treaty,Novak                                                        ,21/05/2018,2099    ,21518     ,14.6             ,0       ,4     ,0           ,-33.7522659        ,151.28421
651,DOUBLE BAY       ,"4/515 New South Head Road, Double Bay"                           ,2            ,u             ,Apartment / Unit / Flat,3255000.0 ,Auction       ,JT Allen Real Estate                                         ,21/05/2018,2028    ,4643      ,3.6              ,0       ,1     ,0           ,-33.8755           ,151.24704
652,EMU PLAINS       ,"74 Russell Street, Emu Plains"                                   ,4            ,h             ,House                  ,729000.0  ,Private Treaty,Jim Aitken & Partners Lennox                                 ,21/05/2018,2750    ,8415      ,57.6             ,0       ,7     ,0           ,-33.750637100000006,150.65416000000002
653,EMU PLAINS       ,"108 Nepean Street, Emu Plains"                                   ,4            ,h             ,House                  ,880000.0  ,Private Treaty,Jim Aitken & Partners Lennox                                 ,21/05/2018,2750    ,8415      ,57.6             ,0       ,7     ,0           ,-33.761897999999995,150.657837
654,FAIRLIGHT        ,"7/52-58 Daintrey Street, Fairlight"                              ,2            ,t             ,Townhouse              ,1515000.0 ,Private Treaty,Cunninghams Real Estate                                      ,21/05/2018,2094    ,5841      ,9.8              ,0       ,0     ,0           ,-33.791090000000004,151.277847
655,FRENCHS FOREST   ,"4 Inverness Avenue, Frenchs Forest"                              ,5            ,h             ,House                  ,1665000.0 ,Private Treaty,Skyline Real Estate                                          ,21/05/2018,2086    ,13476     ,13.0             ,1       ,5     ,0           ,-33.75038          ,151.24258400000002
656,FRESHWATER       ,"3/47 Palomar Parade, Freshwater"                                 ,1            ,u             ,Apartment / Unit / Flat,480000.0  ,Private Treaty,Stone Real Estate Dee Why Collaroy                           ,21/05/2018,2096    ,8862      ,15.0             ,0       ,4     ,0           ,-33.7803574        ,151.279419
657,GLADESVILLE      ,"10/13-15 Wharf Road, Gladesville"                                ,2            ,u             ,Apartment / Unit / Flat,875000.0  ,Private Treaty,Ray White Gladesville & Ryde                                 ,21/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.8348122        ,151.12596100000002
658,GLADESVILLE      ,"10/13-15 Wharf Road, Gladesville"                                ,2            ,u             ,Apartment / Unit / Flat,875000.0  ,Private Treaty,Ray White Gladesville & Ryde                                 ,21/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.8348122        ,151.12596100000002
659,HOMEBUSH         ,"8/58-60 Burlington Road, Homebush"                               ,2            ,u             ,Apartment / Unit / Flat,530000.0  ,Private Treaty,Horwood Nolan                                                ,21/05/2018,2140    ,7004      ,11.6             ,0       ,2     ,0           ,-33.8675842        ,151.082672
660,HOMEBUSH         ,"630/4 Nipper Street, Homebush"                                   ,2            ,u             ,Apartment / Unit / Flat,770000.0  ,Private Treaty,Strathfield Partners                                         ,21/05/2018,2140    ,7004      ,11.6             ,0       ,2     ,0           ,-33.865325899999995,151.088852
661,HORNSBY          ,"74/2 Pound Road, Hornsby"                                        ,2            ,u             ,Apartment / Unit / Flat,645000.0  ,Private Treaty,5 Star Real Estate                                           ,21/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.70564          ,151.098129
662,HORNSBY HEIGHTS  ,"3 Asaph Close, Hornsby Heights"                                  ,4            ,h             ,House                  ,1275000.0 ,Private Treaty,McGrath Hornsby                                              ,21/05/2018,2077    ,6309      ,24.2             ,0       ,0     ,0           ,-33.663353         ,151.093018
663,KILLARNEY HEIGHTS,"12 Ballyshannon Road, Killarney Heights"                         ,2            ,h             ,House                  ,1490000.0 ,Private Treaty,Forsyth Real Estate                                          ,21/05/2018,2087    ,4465      ,10.4             ,0       ,2     ,0           ,-33.772            ,151.21125800000002
